function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
RXN-11834	106.0	60.0	7.83	2.0	5.0	10.67	191.0	439.83	1142.79	451.13	1924.11	1310.45	479.43000000000006	170.78	501.46	451.74	49.5	456.8	100.34	480.9	509.87	6.0	1615.22	2040.91	1701.2600000000002	354.77	190.27	59.33	172.76999999999998	182.13	177.87	883.87	628.9300000000001	544.37
RXN-11835	1416.93	749.0	1610.1	1390.9299999999998	1632.83	1784.97	1462.53	890.6	278.03	442.08	1924.24	1144.3	489.85	109.16	390.06	423.74	118.0	115.4	74.46000000000001	484.4	408.86	128.0	1268.09	2088.24	1086.38	19.6	113.6	35.5	144.1	114.8	109.7	857.7	448.1	430.2
RXN-11836	3224.11	5680.42	5246.13	3741.31	3914.68	3826.38	3308.36	3565.34	2858.21	2817.08	2808.2	2487.5	2530.42	989.74	1609.46	2590.95	483.91	994.7	710.1099999999999	850.97	819.5400000000001	990.25	5770.32	5859.39	7536.82	1371.77	703.59	1470.65	1056.41	1576.34	816.8700000000001	2729.3100000000004	2936.98	4720.75
RXN-11837	11693.27	17262.09	18642.53	13720.82	14825.83	14772.48	11626.07	10969.96	4177.65	5384.610000000001	3897.87	3700.64	5660.98	2127.0	3095.4	5974.150000000001	1460.4	1312.0300000000002	1454.78	1313.77	1090.22	2978.75	11847.09	12171.92	14791.35	2980.43	1685.23	4323.79	2593.85	3920.1	1870.37	6007.449999999999	6584.719999999999	13139.05
RXN-11838	3628.68	2731.67	3346.43	2638.9300000000003	3420.33	3885.47	3654.53	1291.9299999999998	1661.55	975.91	2255.36	1508.72	1420.35	410.61	740.3	1134.86	172.82999999999998	494.47	219.48	611.9	483.7	579.5	2333.94	3052.26	3721.17	297.44	257.27	227.83	477.94	749.46	381.37	1764.04	1720.96	1430.5
RXN-11839	4621.84	6317.42	6837.23	5088.44	5525.11	5720.549999999999	4582.6900000000005	4153.54	2888.21	2845.58	2809.2	2398.5	2574.92	1003.74	1609.46	2674.45	551.9100000000001	994.7	718.1099999999999	857.97	784.5400000000001	1103.25	5847.32	5958.39	7567.82	1371.77	710.59	1481.65	1076.41	1584.34	828.8700000000001	2800.8100000000004	2998.98	4822.75
RXN-11840	39.0	71.0	7.66	0.0	5.0	0.0	188.0	246.66	223.0	295.3	425.97	792.4000000000001	795.2600000000001	77.74000000000001	181.53	237.01	42.66	95.0	34.34	167.4	264.7	12.0	580.51	1202.35	494.75	176.34	278.94	101.66	228.94	240.46	266.54	1021.54	834.26	660.54
RXN-11841	38.0	60.0	6.83	0.0	5.0	0.0	188.0	245.83	204.75	213.75	1580.17	733.6600000000001	234.83	76.17	399.33	227.67	41.83	68.0	39.17	391.0	318.17	6.0	1051.84	571.34	555.25	98.17	96.67	63.33	110.17	96.33	95.67	229.67	310.33000000000004	380.17
RXN-11842	1716.16	4078.5	3588.06	2276.28	2374.03	2012.41	1841.41	2508.52	3911.33	2158.76	3597.7	1830.74	1788.86	490.65	1245.21	1188.4	363.52	1397.9	463.4	970.04	681.4	668.25	3796.97	3460.1500000000005	3396.61	615.97	578.54	897.66	594.54	851.26	577.74	2136.34	1751.86	3079.74
RXN-11843	1716.16	4078.5	3588.06	2276.28	2374.03	2012.41	1841.41	2508.52	3911.33	2158.76	3597.7	1830.74	1788.86	490.65	1245.21	1188.4	363.52	1397.9	463.4	970.04	681.4	668.25	3796.97	3460.1500000000005	3396.61	615.97	578.54	897.66	594.54	851.26	577.74	2136.34	1751.86	3079.74
RXN-11845	153.0	163.0	42.83	152.0	92.0	189.0	324.0	307.83000000000004	1132.3	446.8	1770.11	1171.78	622.4300000000001	129.95000000000002	447.96	485.24	59.83	390.8	100.67	445.9	411.7000000000001	30.0	1418.72	1541.91	1403.75	91.77	190.27	59.33	172.76999999999998	174.13	177.87	883.87	628.9300000000001	544.37
RXN-11860	2923.6800000000003	2184.42	2851.83	2440.33	2895.08	3691.14	2911.28	1891.68	2774.37	2541.82	2482.91	1970.87	2252.67	909.61	1550.46	1946.78	231.05	981.37	686.5799999999999	743.73	676.54	422.0	5423.13	4657.06	6832.95	1125.34	577.59	712.15	899.9100000000001	1110.34	704.37	2486.96	2655.48	2267.75
RXN-11865	2923.6800000000003	2184.42	2851.83	2440.33	2895.08	3691.14	2911.28	1891.68	2774.37	2541.82	2482.91	1970.87	2252.67	909.61	1550.46	1946.78	231.05	981.37	686.5799999999999	743.73	676.54	422.0	5423.13	4657.06	6832.95	1125.34	577.59	712.15	899.9100000000001	1110.34	704.37	2486.96	2655.48	2267.75
RXN-11866	38.0	60.0	6.83	0.0	5.0	0.0	188.0	245.83	962.1	305.6	1629.17	795.0	224.83	73.17	391.33	127.67	41.83	339.4	53.67	400.5	337.17	6.0	1117.84	514.34	598.75	88.17	88.67	42.33	72.17	78.33	88.67	156.67	279.33000000000004	273.17
RXN-11867	38.0	60.0	6.83	0.0	5.0	0.0	188.0	245.83	962.1	305.6	1629.17	795.0	224.83	73.17	391.33	127.67	41.83	339.4	53.67	400.5	337.17	6.0	1117.84	514.34	598.75	88.17	88.67	42.33	72.17	78.33	88.67	156.67	279.33000000000004	273.17
RXN-11869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	91.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	91.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.5	8.0	138.0	206.5	7.0	68.0	72.0	7.0	0.0	82.0	0.0	39.0	114.0	0.0	295.0	462.0	639.0	263.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
RXN-12002	12608.04	15085.34	16721.16	12399.239999999998	14261.380000000001	15046.869999999999	12344.11	9265.779999999999	5361.75	5683.16	5650.4	4725.72	5057.34	2028.48	3193.92	5234.73	1207.8200000000002	1750.4	1448.2199999999998	1739.94	1572.75	2731.5	11769.02	11272.61	15054.64	2755.54	1430.18	2970.3	2160.82	3172.68	1677.7400000000002	5695.12	6060.96	9645.5
RXN-12014	2540.9300000000003	1640.25	2225.6	1475.93	2332.08	3037.4700000000003	2383.28	794.85	41.4	23.19	55.68	55.07	0.0	35.0	10.0	3.6	94.75	0.0	7.23	26.0	5.5	315.0	160.45	9.0	116.54	0.0	0.0	0.0	0.0	0.0	0.0	6.4	0.0	0.0
RXN-12015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	772.1300000000001	810.13	120.83	124.27	21.0	97.5	186.86	9.0	0.0	309.97	197.53	61.0	28.5	0.0	566.69	217.5	669.8299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	772.1300000000001	810.13	120.83	124.27	21.0	97.5	186.86	9.0	0.0	309.97	197.53	61.0	28.5	0.0	566.69	217.5	669.8299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12057	7.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.75	46.75	0.0	2.75	632.0	11.0	0.0	118.95	0.0	0.0	3.25	0.0	0.0	0.0	15.4	136.85	33.0	176.0	42.0	107.0	203.0	500.0	169.0	622.0	891.2	545.8
RXN-12058	7.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.75	46.75	0.0	2.75	632.0	11.0	0.0	118.95	0.0	0.0	3.25	0.0	0.0	0.0	15.4	136.85	33.0	176.0	42.0	107.0	203.0	500.0	169.0	622.0	891.2	545.8
RXN-12059	7.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.75	46.75	0.0	2.75	632.0	11.0	0.0	118.95	0.0	0.0	3.25	0.0	0.0	0.0	15.4	136.85	33.0	176.0	42.0	107.0	203.0	500.0	169.0	622.0	891.2	545.8
RXN-12060	7.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.75	46.75	0.0	2.75	632.0	11.0	0.0	118.95	0.0	0.0	3.25	0.0	0.0	0.0	15.4	136.85	33.0	176.0	42.0	107.0	203.0	500.0	169.0	622.0	891.2	545.8
RXN-12070	76.0	120.0	12.0	0.0	10.0	0.0	376.0	490.0	14.0	26.0	0.0	30.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	12.0	27.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12071	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	12.6	41.0	0.0	59.0	0.0	0.0	0.0	2.0	41.0	3.4	0.0	0.0	0.0	6.0	65.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12072	76.0	120.0	12.0	0.0	10.0	0.0	376.0	490.0	25.2	82.0	0.0	98.38	0.0	3.38	0.0	2.0	82.0	6.8	0.0	0.0	3.0	12.0	118.88	0.0	102.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12073	76.0	120.0	12.0	0.0	10.0	0.0	376.0	490.0	26.6	41.0	3.0	74.0	0.0	4.0	0.0	2.0	82.0	11.4	0.0	0.0	15.0	12.0	96.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12074	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	6.0	129.0	139.38	148.0	6.38	11.0	36.67	0.0	10.0	0.0	50.0	32.33	6.0	102.88	491.67	183.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12086	108.75	164.5	144.0	77.5	72.0	227.0	158.0	171.5	4724.31	820.4	1491.72	524.74	788.0	87.53999999999999	355.43	182.29	32.0	1644.76	181.82	336.34	250.5	16.5	1111.11	382.01	1196.58	176.0	42.0	107.0	203.0	500.0	169.0	627.0	891.2	545.8
RXN-12088	9981.69	13424.5	14264.7	9507.45	10144.75	11066.15	9623.58	8712.27	237.61	571.49	1165.38	591.6800000000001	879.0	219.8	250.43	616.6700000000001	1130.06	9.0	78.68	501.64	161.5	2389.75	1237.29	1098.58	1472.5700000000002	609.36	350.25	1494.75	463.0	990.75	311.5	723.1	809.75	3315.25
RXN-12093	2853.66	4462.5	4345.96	2983.51	3322.53	3745.25	2708.74	3494.02	1494.85	1223.6	2128.87	1523.46	1625.3300000000002	571.59	1028.43	1581.08	483.99000000000007	575.13	349.6	654.3	593.37	716.25	3844.66	3521.63	3871.87	927.77	579.01	1234.7299999999998	674.4100000000001	937.59	553.5400000000001	1892.56	1668.5300000000002	3980.54
RXN-12104	445.2	636.25	931.4	834.16	493.28	512.47	428.2	732.4	1365.65	1007.8	2237.84	1393.56	961.65	454.18	775.2299999999999	1019.07	88.47	542.4	281.4	616.0	531.8299999999999	119.0	3123.29	2908.9700000000003	3577.79	776.9	317.65	1113.65	427.3	704.55	284.0	804.6	822.85	3134.25
RXN-12123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.5	397.5	10.5	17.0	0.0	13.5	29.0	5.0	0.0	41.5	89.0	0.0	11.5	0.0	112.5	16.5	92.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12130	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.5	49.8	121.94	219.4	278.6	25.4	31.63	192.17	0.0	23.0	12.0	18.4	50.53	0.0	143.0	529.4200000000001	245.0	10.0	109.6	38.0	129.6	113.8	96.2	778.2	375.6	472.2
RXN-12144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	32.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	20.0	13.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12160	39.0	82.0	11.0	0.0	34.0	0.0	188.0	272.0	1317.05	722.05	1942.25	1110.28	584.6	193.78	488.39	348.74	41.0	444.8	164.5	498.9	381.03	18.0	1591.05	1643.91	1710.87	3.6	101.6	17.0	100.6	95.8	89.2	727.2	349.6	271.2
RXN-12164	0.0	0.0	24.0	28.0	0.0	0.0	0.0	0.0	363.0	929.0	384.0	242.52	0.0	1096.0	1272.0	420.0	0.0	300.0	580.0	236.0	96.0	0.0	5622.52	1960.0	5756.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12171	8400.23	9287.42	10288.96	7746.12	8483.439999999999	9889.63	8359.68	7167.18	1340.67	2238.24	2620.7	1750.78	2568.5	716.4300000000001	1240.1699999999998	2379.4700000000003	972.15	390.5	464.07	755.44	651.5799999999999	1676.0	4426.3	4696.88	5485.21	1378.5	767.26	1206.88	978.81	1592.94	813.24	3324.11	3088.6800000000003	4670.79
RXN-12173	3535.13	12966.25	11141.4	6299.1	7934.0	4730.58	4310.13	6153.13	26.29	46.29	1445.87	154.0	9.0	150.0	314.0	0.0	877.5799999999999	2.0	4.58	301.71	212.0	2087.0	705.58	19.0	230.0	4.29	27.0	0.0	20.0	0.0	40.0	1.6	1.0	36.0
RXN-12174	4373.71	12893.75	12102.4	6981.28	9362.98	5197.38	4601.33	5181.7300000000005	59.12	113.29	328.87	139.0	42.0	163.0	40.0	43.0	735.5799999999999	8.0	9.58	132.71	87.0	2036.0	167.58	182.0	379.29	4.29	18.0	0.0	31.0	4.0	50.0	59.7	61.0	145.0
RXN-12177	2469.1800000000003	6895.75	6139.6	3629.26	4467.16	2686.0200000000004	2547.62	3084.52	125.86	109.05	144.66	107.19	39.0	82.0	17.0	116.5	429.72	9.0	15.95	28.14	65.0	1111.5	67.72	117.5	582.59	2.86	9.0	5.0	10.0	0.0	30.0	51.25	51.0	98.0
RXN-12181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12184	8711.34	17275.5	16847.260000000002	11435.24	11180.02	10599.61	8287.17	9916.0	5153.37	4901.35	6252.58	3991.66	4713.86	1157.67	2343.7200000000003	4031.25	1385.1	1972.24	932.71	1789.92	1499.89	2871.5	7804.16	10412.27	9576.96	2324.26	1182.54	3306.66	1868.54	3097.26	1481.7400000000002	5306.79	5291.26	10048.34
RXN-12193	7718.84	9063.42	8699.06	5726.61	6872.11	8819.550000000001	7776.69	6297.37	1352.64	2074.25	2270.58	1443.5800000000002	2270.25	656.03	1100.1699999999998	2004.07	836.74	317.9	443.78	663.47	502.88	1695.25	3722.21	3643.66	4765.08	1110.67	633.26	1178.98	865.9100000000001	1470.34	713.5400000000001	2576.71	2661.98	4295.59
RXN-12195	164.32999999999998	99.0	100.5	54.33	112.83	298.5	139.0	76.0	7.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	36.0	26.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12196	164.32999999999998	99.0	100.5	54.33	112.83	298.5	139.0	76.0	7.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	36.0	26.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12223	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	82.0	227.0	96.0	49.0	0.0	274.0	318.0	105.0	0.0	75.0	145.0	59.0	24.0	0.0	1392.0	366.0	1470.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12224	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	82.0	227.0	96.0	49.0	0.0	274.0	318.0	105.0	0.0	75.0	145.0	59.0	24.0	0.0	1392.0	366.0	1426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-1223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.33	90.83	176.32999999999998	220.17	11.0	61.5	51.0	13.0	0.0	87.67	23.33	66.0	130.0	0.0	289.33	120.5	921.83	263.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
RXN-12230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12238	2026.04	1952.0	1313.5	720.3299999999999	905.83	2192.36	2317.71	2137.71	1.43	17.43	23.29	68.0	37.0	25.0	12.0	20.0	301.86	0.0	5.86	15.57	31.0	395.0	57.86	14.0	25.0	11.43	17.0	21.0	41.0	18.0	9.0	75.0	41.0	119.0
RXN-12239	912.33	778.0	626.5	314.33	648.83	710.5	915.0	144.0	0.0	68.0	20.0	77.33	185.0	13.0	10.0	18.0	18.0	0.0	5.0	21.0	31.0	194.0	50.0	12.0	20.0	90.0	81.0	276.0	137.0	132.0	43.0	220.0	165.0	455.0
RXN-12241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	58.0	35.0	220.0	0.0	20.0	0.0	0.0	0.0	20.0	13.0	0.0	57.0	0.0	54.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12247	0.0	2.25	0.0	1.0	1.75	0.0	1.75	3.25	126.25	281.43999999999994	429.08	542.02	48.0	97.0	112.0	147.5	0.75	13.0	35.730000000000004	139.5	111.0	0.5	424.5	1116.0	912.76	5.0	0.0	0.0	11.0	4.0	10.0	60.0	65.0	128.0
RXN-12252	225.0	350.25	202.0	175.5	133.0	522.0	189.0	598.0	202.5	619.0	1625.0	243.38	231.0	593.5	1025.0	418.0	85.0	169.0	324.0	468.0	165.5	53.0	3791.38	1300.25	3348.5	237.0	91.0	68.0	119.0	60.0	145.0	145.25	350.0	66.0
RXN-12302	2065.66	4230.67	4192.8	2531.55	2603.15	2315.4100000000003	1936.41	2438.86	454.48	715.73	170.15	246.49	480.24	219.13	282.81	680.41	347.66	82.0	172.51	62.9	73.67	684.25	965.31	1224.8	1408.55	364.83	275.57	823.57	343.47	554.63	166.0	424.87	507.77	1811.5
RXN-12303	79.33	204.0	35.56	31.06	79.83	56.5	376.0	520.66	3431.34	1045.84	5165.64	2088.42	1201.91	309.33000000000004	1225.59	671.3600000000001	84.46	1119.2	195.91000000000005	1290.9	1003.7	18.0	3772.13	2886.33	3219.18	359.24	381.59	188.31	379.24	342.01	399.54	1359.14	1214.31	999.59
RXN-12305	1.6	0.0	3.6	2.6	0.0	1.8	2.2	3.6	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12321	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	82.0	227.0	96.0	49.0	0.0	274.0	318.0	105.0	0.0	75.0	145.0	59.0	24.0	0.0	1392.0	490.0	1426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12344	803.0	1174.0	776.0	489.0	314.0	1251.0	930.0	1623.0	4.0	0.0	0.0	0.0	3.0	22.0	0.0	0.0	234.0	0.0	4.0	0.0	0.0	201.0	0.0	0.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12345	82.0	166.0	366.0	359.0	246.0	47.0	39.0	62.0	39.65	116.75	254.6	136.32999999999998	34.0	23.0	55.0	215.6	18.0	8.0	8.5	101.5	18.0	40.0	218.0	233.25	161.12	10.0	8.0	21.0	49.0	22.0	7.0	79.65	39.0	136.0
RXN-12346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	7.33	34.0	3.0	8.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	34.0	67.0	10.0	8.0	21.0	38.0	18.0	7.0	73.0	31.0	107.0
RXN-12353	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	801.9	515.1	1653.0	295.58	31.0	143.38	461.86	45.42	41.0	307.8	129.4	394.0	173.82999999999998	6.0	1251.24	707.1700000000001	1068.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12365	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	178.2	188.6	1693.0	506.38	0.0	105.38	331.0	36.67	41.0	43.8	13.0	365.0	164.32999999999998	6.0	1130.88	457.67	1585.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12366	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	36.0	129.0	2876.0	195.0	0.0	64.0	608.0	0.0	41.0	5.0	14.0	641.0	203.0	6.0	1425.0	84.0	376.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12367	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	36.0	129.0	2876.0	195.0	0.0	64.0	608.0	0.0	41.0	5.0	14.0	641.0	203.0	6.0	1425.0	84.0	376.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
